seqnames start end CI.start CI.end genoT deltaW filenames
chr11 122679662 122764011 122347886 123285995 ww-cc 116 blm-1-single-c10-w21_.trimmed.mdup.bam.RData.5
chr12 86566288 86647795 84309725 89003667 cc-ww 171 blm-1-single-c10-w21_.trimmed.mdup.bam.RData.6
chr1 214008330 214071213 212755066 215523401 cc-ww 165 blm-1-single-c10-w22_.trimmed.mdup.bam.RData.1
chr2 20588432 21424277 17847863 23748010 ww-cc 170 blm-1-single-c10-w22_.trimmed.mdup.bam.RData.2
chr2 66988046 67785393 65736592 68836619 cc-ww 168 blm-1-single-c10-w22_.trimmed.mdup.bam.RData.3
chr5 73022416 73094709 71876234 73173512 cc-ww 166 blm-1-single-c10-w22_.trimmed.mdup.bam.RData.4
chr7 72028707 72043928 71745508 72265926 cc-wc 78 blm-1-single-c10-w22_.trimmed.mdup.bam.RData.5
chr18 61627660 61961033 60404605 63287891 ww-cc 170 blm-1-single-c10-w22_.trimmed.mdup.bam.RData.6
chr1 240767136 240804210 240419812 241413587 cc-ww 148 blm-1-single-c10-w23_.trimmed.mdup.bam.RData.1
chr3 90642284 90681967 88719912 92137632 cc-ww 167 blm-1-single-c10-w23_.trimmed.mdup.bam.RData.2
chr4 81024307 81076325 80133254 81876058 ww-cc 161 blm-1-single-c10-w23_.trimmed.mdup.bam.RData.3
chr9 6742362 6797223 100104 6934684 wc-ww 76 blm-1-single-c10-w23_.trimmed.mdup.bam.RData.4
chr15 91896960 91930333 90862893 92022960 wc-ww 110 blm-1-single-c10-w23_.trimmed.mdup.bam.RData.5
chr1 124671719 125180262 124268158 143281584 cc-wc 25 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.1
chr1 152520818 153246846 145993722 153533325 wc-cc 35 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.2
chr2 68627029 69160668 68023532 70481133 cc-ww 164 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.3
chr3 62007270 62044963 61419648 62458022 ww-wc 105 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.4
chr4 148569421 149279465 148164936 149890057 wc-ww 81 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.5
chr5 64911416 65005288 63673150 65509732 cc-wc 68 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.6
chr8 96398920 96598752 96304558 97148354 cc-wc 97 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.7
chr9 64118399 65431585 43545484 68713005 wc-cc 85 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.8
chr12 61902652 62080349 61606233 62235245 ww-wc 101 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.9
chr13 28887825 29021968 24342062 30487665 cc-wc 38 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.10
chr16 34194410 34588277 33661565 46387945 cc-wc 116 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.11
chr22 25109028 25325460 20073396 25484041 wc-cc 58 blm-1-single-c10-w24_.trimmed.mdup.bam.RData.12
chr7 26455676 26495250 4142732 27176541 wc-ww 95 blm-1-single-c10-w27_.trimmed.mdup.bam.RData.1
chr14 43646603 43964166 37013287 44845912 cc-wc 61 blm-1-single-c10-w27_.trimmed.mdup.bam.RData.2
chr1 215424321 215881821 214122604 221468175 ww-cc 164 blm-1-single-c10-w29_.trimmed.mdup.bam.RData.1
chr8 73198365 74009603 71714959 74215187 wc-cc 105 blm-1-single-c10-w29_.trimmed.mdup.bam.RData.2
chr9 123042206 123121812 122467063 138143634 cc-wc 90 blm-1-single-c10-w29_.trimmed.mdup.bam.RData.3
chr22 30432866 30686963 17100700 31046268 wc-cc 76 blm-1-single-c10-w29_.trimmed.mdup.bam.RData.4
chrX 135271824 135286048 134874297 155846569 ww-wc 55 blm-1-single-c10-w29_.trimmed.mdup.bam.RData.5
chr2 13761225 13820034 9994813 15538568 cc-ww 150 blm-1-single-c10-w2_.trimmed.mdup.bam.RData.1
chr8 12311924 13059590 11940771 13329146 wc-ww 78 blm-1-single-c10-w2_.trimmed.mdup.bam.RData.2
chr9 122267707 125543505 121672824 134381695 ww-wc 51 blm-1-single-c10-w2_.trimmed.mdup.bam.RData.3
chr1 96077673 96222611 95112795 96988216 ww-cc 169 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.1
chr1 121736837 121767707 121403810 122774351 cc-wc 89 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.2
chr1 148501876 149105399 147440117 150134032 wc-cc 90 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.3
chr8 5563532 5565457 5482710 5581070 cc-wc 98 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.4
chr8 31939867 31966946 31488374 32203912 wc-ww 71 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.5
chr9 130761152 130831287 130345132 131413599 cc-ww 168 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.6
chr11 125061239 125078011 124917371 125154415 cc-wc 90 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.7
chr12 59639394 60412329 59489551 63872806 cc-wc 50 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.8
chr12 63857783 64157060 63127967 64262472 wc-cc 49 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.9
chr15 72048361 72675927 71976401 72734984 ww-wc 63 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.10
chr15 74371212 74516534 73768689 74545579 wc-ww 65 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.11
chr16 34084810 34571752 32535241 34592772 ww-cc 80 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.12
chr16 46400942 48101391 46390609 48827770 cc-ww 91 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.13
chr17 26795977 26881253 26620020 26944924 ww-wc 10 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.14
chr17 27323006 28024078 26798601 28203445 wc-ww 12 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.15
chr18 37909536 37927581 37522917 38566504 cc-ww 168 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.16
chr21 15502257 15505475 9746903 15697193 wc-ww 62 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.17
chr22 23256131 23290420 22620627 24180946 ww-cc 171 blm-1-single-c10-w30_.trimmed.mdup.bam.RData.18
chr1 146047665 146329368 145838940 146978586 ww-cc 104 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.1
chr1 148438196 149148246 148090520 150074098 cc-ww 144 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.2
chr3 47336193 47380824 47063258 47870132 cc-ww 169 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.3
chr3 180368299 180395614 180085841 181114473 ww-cc 171 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.4
chr5 45536990 46824588 45470664 49657604 ww-wc 13 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.5
chr5 50242601 51460372 49600828 51595278 wc-ww 13 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.6
chr6 105012572 105038431 104548608 105399558 ww-cc 173 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.7
chr8 6679285 7120451 6662608 7360606 ww-wc 15 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.8
chr8 7861474 8324566 7367246 8388437 wc-ww 15 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.9
chr9 134430918 134469007 134339560 134858214 cc-ww 167 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.10
chr12 30633082 30652643 30516392 31037715 cc-ww 172 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.11
chr14 39075073 39114624 38865680 39150837 cc-ww 162 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.12
chr15 40957607 40983401 40902692 41278567 ww-wc 173 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.13
chr16 34274950 34572090 32635198 34591719 cc-ww 149 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.14
chr16 46401552 46409637 46394806 46781823 ww-cc 161 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.15
chr17 26861970 26881362 26775924 26885890 cc-wc 31 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.16
chr17 27627818 28237366 26861895 28268899 wc-cc 31 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.17
chr19 14359096 14397611 14255942 14820835 cc-ww 167 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.18
chr20 25868919 26575036 25722904 28628019 cc-wc 55 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.19
chr20 30418031 30936470 29883781 30981611 wc-cc 57 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.20
chr21 14036422 14942326 10755707 15029813 wc-ww 93 blm-1-single-c10-w31_.trimmed.mdup.bam.RData.21
chr1 119818859 123233727 119705488 123682213 ww-wc 59 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.1
chr1 148466707 152146881 147313834 152444624 wc-ww 60 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.2
chr1 214832095 214842430 214458492 215259579 ww-wc 96 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.3
chr2 183017366 183082064 181268600 183836263 cc-ww 168 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.4
chr4 32410095 32771724 31009892 34171544 ww-cc 172 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.5
chr7 52877474 54045965 52482006 54303835 cc-wc 92 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.6
chr7 65481400 66338152 65071115 67262206 wc-cc 85 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.7
chr8 75784896 76078335 75510400 76718377 cc-wc 26 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.8
chr8 78037850 79404810 76958061 79739435 wc-cc 25 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.9
chr9 75325836 75351313 74604985 75710367 ww-cc 168 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.10
chr9 130802059 130853046 130692523 131763208 cc-ww 168 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.11
chr11 107218384 107554958 106962570 107705334 ww-wc 83 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.12
chr11 110624127 110641412 110521226 110725014 wc-ww 84 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.13
chr16 75574166 75702499 74856379 76567326 cc-ww 173 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.14
chr18 12819115 12861757 11687150 13531953 ww-cc 172 blm-1-single-c10-w32_.trimmed.mdup.bam.RData.15
chr1 119962549 120487714 119797956 122756275 ww-wc 65 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.1
chr1 148931838 148980255 147775507 149916418 wc-ww 100 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.2
chr6 50064401 50068597 49983692 50200093 wc-ww 53 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.3
chr7 23157240 23224946 22969420 23474781 ww-wc 169 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.4
chr9 19865672 19872007 19796537 19967610 wc-cc 44 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.5
chr9 19991354 20005515 19420954 20191417 cc-wc 46 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.6
chr9 20188977 20208903 20099791 20263715 wc-cc 61 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.7
chr9 38345338 39025559 38282173 40592012 cc-wc 62 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.8
chr9 66978905 68908576 63867528 69001716 wc-cc 61 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.9
chr12 37149924 37277980 34716890 37816112 ww-cc 166 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.10
chr13 40970301 40974005 40875572 41099930 ww-wc 82 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.11
chr14 82537859 82589953 81935384 83162552 cc-ww 170 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.12
chr15 72201289 72531456 72164577 72826605 cc-wc 73 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.13
chr15 74250594 74431780 73679133 74485578 wc-cc 68 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.14
chr16 34274790 34572627 32461303 34583757 ww-cc 103 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.15
chr16 46400909 46886957 46390473 47530506 cc-ww 123 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.16
chr17 34242738 34319706 33602778 34796876 ww-cc 169 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.17
chr20 25388620 25538588 25327436 29042830 ww-wc 44 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.18
chr20 30423609 30837278 29859586 30967754 wc-ww 42 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.19
chr21 14707136 14718598 10381094 14824722 wc-cc 66 blm-1-single-c10-w33_.trimmed.mdup.bam.RData.20
chr1 9748143 9766200 9607539 10089305 cc-ww 167 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.1
chr1 28537082 28544457 28192082 28679829 ww-cc 169 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.2
chr1 66456036 66560853 66276868 66926461 cc-ww 166 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.3
chr1 167373292 167396284 166939705 167845163 ww-cc 169 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.4
chr2 109549466 109963846 109490246 110358127 cc-wc 12 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.5
chr2 110848339 112293232 109767158 112450479 wc-cc 17 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.6
chr3 15503568 15525467 15088894 15700616 ww-cc 169 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.7
chr4 58807534 58941105 58475642 59135601 cc-ww 166 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.8
chr4 160702636 160818473 160253957 161424142 ww-cc 167 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.9
chr5 95097587 95148949 94489361 95723625 ww-cc 171 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.10
chr7 128705173 128718233 128624152 129108890 cc-ww 171 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.11
chr8 2653593 2660606 2565636 2793074 wc-cc 93 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.12
chr8 57646497 57650084 57589787 57705080 cc-wc 85 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.13
chr8 61819932 61854095 61781848 61889173 wc-ww 92 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.14
chr9 35666783 35709131 35280969 35990770 cc-ww 171 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.15
chr11 134047673 134065712 134030040 134340090 ww-wc 78 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.16
chr12 62679113 62920598 62539905 63316713 ww-wc 57 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.17
chr12 65083939 65467128 63379916 65624843 wc-ww 57 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.18
chr15 60787071 60818407 60729467 60869619 ww-wc 76 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.19
chr15 72630898 72665972 72578054 72690109 wc-ww 87 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.20
chr15 74123325 74123443 74105992 74150041 ww-wc 92 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.21
chr15 89349474 89357197 89324758 89413043 wc-ww 78 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.22
chr16 46400164 46472176 46380958 46809220 cc-ww 140 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.23
chr20 44230658 44250193 43891889 44477113 cc-ww 167 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.24
chr21 13231580 13362136 10697902 13544808 wc-ww 89 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.25
chrX 109284539 109302239 108761042 109799086 cc-ww 171 blm-1-single-c10-w34_.trimmed.mdup.bam.RData.26
chr1 119554332 119667217 119205436 124093783 ww-wc 71 blm-1-single-c10-w36_.trimmed.mdup.bam.RData.1
chr1 151305943 152257023 146125037 152379557 wc-ww 67 blm-1-single-c10-w36_.trimmed.mdup.bam.RData.2
chr2 188949199 189020191 187112101 190441041 ww-cc 168 blm-1-single-c10-w36_.trimmed.mdup.bam.RData.3
chr3 80510437 80667060 78728331 82089919 ww-cc 168 blm-1-single-c10-w36_.trimmed.mdup.bam.RData.4
chr8 19148688 19427235 18903454 19566210 wc-cc 79 blm-1-single-c10-w36_.trimmed.mdup.bam.RData.5
chr8 137461995 137482419 137381775 137588238 cc-wc 90 blm-1-single-c10-w36_.trimmed.mdup.bam.RData.6
chr9 130289454 130312010 129976912 133046190 ww-cc 142 blm-1-single-c10-w36_.trimmed.mdup.bam.RData.7
chr17 47147236 47234056 45869871 47824064 ww-cc 167 blm-1-single-c10-w36_.trimmed.mdup.bam.RData.8
chr22 25117922 25122921 20911057 26377947 cc-ww 125 blm-1-single-c10-w36_.trimmed.mdup.bam.RData.9
chr1 120350418 122662017 119900616 122884746 ww-wc 90 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.1
chr1 148834317 149960608 147647152 150193318 wc-ww 88 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.2
chr2 113780429 113836852 113445346 114795742 ww-cc 165 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.3
chr3 142295008 142358189 141768628 143574323 cc-ww 170 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.4
chr3 183165824 183170570 183002479 183900131 ww-cc 168 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.5
chr8 72103240 72182764 71893216 72363107 wc-cc 84 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.6
chr9 39017934 40889516 38739794 41032707 cc-wc 41 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.7
chr9 64127951 64777686 63818801 67052238 wc-cc 40 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.8
chr11 49959630 50143607 48610790 50355962 ww-cc 10 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.9
chr11 50335468 55568393 50098426 56551262 cc-ww 10 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.10
chr12 60291043 60419164 60181754 60778267 cc-wc 132 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.11
chr12 63821413 63830890 62975584 64013921 wc-ww 94 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.12
chr13 45039917 45061959 44854208 45322639 ww-cc 168 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.13
chr15 60822230 60841354 60674234 60934694 ww-wc 99 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.14
chr20 4659942 4680952 4063156 4776072 ww-cc 162 blm-1-single-c10-w37_.trimmed.mdup.bam.RData.15
chr1 105057678 105111445 104093635 105918322 ww-cc 170 blm-1-single-c10-w38_.trimmed.mdup.bam.RData.1
chr1 120027855 120497487 119925887 123682110 cc-wc 92 blm-1-single-c10-w38_.trimmed.mdup.bam.RData.2
chr1 148485666 149563276 148134856 149845593 wc-cc 91 blm-1-single-c10-w38_.trimmed.mdup.bam.RData.3
chr8 75270724 76147487 75109498 76216000 ww-wc 39 blm-1-single-c10-w38_.trimmed.mdup.bam.RData.4
chr8 77553275 79441151 76996187 79562936 wc-ww 38 blm-1-single-c10-w38_.trimmed.mdup.bam.RData.5
chr9 121941531 121956248 121727229 122809463 cc-ww 166 blm-1-single-c10-w38_.trimmed.mdup.bam.RData.6
chr9 130801216 130827527 130530435 131236907 ww-cc 166 blm-1-single-c10-w38_.trimmed.mdup.bam.RData.7
chr11 102219914 104223503 98773214 107104641 cc-ww 162 blm-1-single-c10-w38_.trimmed.mdup.bam.RData.8
chr16 69002676 69031325 68031693 69628967 ww-cc 168 blm-1-single-c10-w38_.trimmed.mdup.bam.RData.9
chr17 30360523 30409684 29531912 30879090 ww-cc 159 blm-1-single-c10-w38_.trimmed.mdup.bam.RData.10
chr1 162399300 162536666 161502514 163503024 cc-ww 168 blm-1-single-c10-w3_.trimmed.mdup.bam.RData.1
chr2 52977987 53215803 50901390 54540945 cc-ww 173 blm-1-single-c10-w3_.trimmed.mdup.bam.RData.2
chr4 41902746 41947488 40485408 43583322 ww-cc 166 blm-1-single-c10-w3_.trimmed.mdup.bam.RData.3
chr6 163459414 163480870 162046083 168513250 cc-ww 149 blm-1-single-c10-w3_.trimmed.mdup.bam.RData.4
chr8 76478364 76487615 76220423 76895407 wc-ww 79 blm-1-single-c10-w3_.trimmed.mdup.bam.RData.5
chr9 130237415 130241744 129404486 133149630 cc-ww 153 blm-1-single-c10-w3_.trimmed.mdup.bam.RData.6
chr13 87748530 87968245 86196383 90092950 cc-ww 168 blm-1-single-c10-w3_.trimmed.mdup.bam.RData.7
chr16 59160917 59229132 57836451 60358900 ww-cc 168 blm-1-single-c10-w3_.trimmed.mdup.bam.RData.8
chr22 23395611 23524545 21484261 24897995 ww-cc 157 blm-1-single-c10-w3_.trimmed.mdup.bam.RData.9
chr1 74256277 74287554 73914392 74751811 ww-cc 172 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.1
chr1 110514302 110547447 110222005 110909670 cc-ww 172 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.2
chr1 146040143 146329066 145819154 147126575 ww-cc 84 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.3
chr1 149985098 150142458 146172601 150408118 cc-ww 129 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.4
chr1 193749117 193786894 193363148 194238612 ww-cc 173 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.5
chr3 84377262 84436279 83895397 84842416 ww-cc 166 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.6
chr5 63970623 63997268 63570544 64386729 ww-cc 169 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.7
chr6 64199062 64216101 63883764 64621906 cc-ww 172 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.8
chr8 72121487 72153864 72018317 72196955 wc-cc 82 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.9
chr8 102827440 102847100 102622559 103107118 cc-ww 168 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.10
chr9 39049674 39083583 38982098 40890399 ww-wc 73 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.11
chr9 67399248 68397530 63343011 68455333 wc-ww 77 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.12
chr10 67016014 67046962 66717772 67485186 ww-cc 167 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.13
chr11 14318328 14360774 14290917 14417793 wc-cc 79 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.14
chr11 75329487 75330324 75207451 75350172 cc-wc 88 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.15
chr12 62622956 62878133 62583077 63134238 cc-wc 61 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.16
chr12 64989690 65317269 62866716 65398952 wc-cc 61 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.17
chr14 91605342 91649642 91477668 91982804 cc-ww 169 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.18
chr14 101922145 101934824 101622973 102019473 ww-cc 168 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.19
chr15 23481065 23495834 20399850 23530232 wc-cc 60 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.20
chr15 72681704 72685937 72619033 72751657 cc-wc 83 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.21
chr15 74100223 74110840 74038357 74156317 wc-cc 80 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.22
chr16 34278885 34571508 34169754 34591060 ww-cc 156 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.23
chr16 46401242 46431558 46390656 46790799 cc-ww 169 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.24
chr20 26336128 28495062 26255645 28825119 ww-wc 54 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.25
chr20 31547141 31627587 29858370 31676820 wc-ww 55 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.26
chr21 18617039 18673076 18103484 19084977 cc-ww 174 blm-1-single-c10-w41_.trimmed.mdup.bam.RData.27
chr1 119950783 120341933 119801962 121108259 ww-wc 76 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.1
chr1 148606520 148857358 147772052 149626724 wc-ww 79 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.2
chr2 219620392 219623200 218975872 219787496 cc-ww 169 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.3
chr3 127564837 127599490 126990524 128200250 ww-cc 167 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.4
chr3 154922349 154940605 153795358 155110063 cc-ww 168 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.5
chr8 59352015 59431930 59255412 59497427 cc-wc 82 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.6
chr9 130787731 130855151 130287660 131336483 cc-ww 166 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.7
chr12 60913512 61029861 60671761 63854242 ww-wc 38 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.8
chr12 63847673 64876489 63164382 64937287 wc-ww 38 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.9
chr15 60842142 60878504 60757629 60929623 cc-wc 89 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.10
chr15 89338102 89385695 89232790 89557952 wc-cc 85 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.11
chr17 77207708 77214143 76624487 77997411 ww-cc 170 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.12
chr19 5383569 5391986 5031755 6110874 cc-ww 168 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.13
chr22 23285395 23299726 23175613 23920089 ww-cc 164 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.14
chrX 107201741 107323208 106419707 107984850 ww-cc 164 blm-1-single-c10-w42_.trimmed.mdup.bam.RData.15
chr3 47237258 47267200 46794788 47399731 ww-wc 64 blm-1-single-c10-w43_.trimmed.mdup.bam.RData.1
